,course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
0,104 فيز,فيزياء عامه (2),81677,محاضرة,4,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['ابوبكر احمد محمد صديق']
0,104 فيز,فيزياء عامه (2),81679,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81678,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81680,محاضرة,4,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالله عبدالرحمن ابراهيم البسام']
0,104 فيز,فيزياء عامه (2),81681,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81682,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81683,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['محمد عبدالله محمد ابو الريش']
0,104 فيز,فيزياء عامه (2),81684,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81685,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81686,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['ابراهيم خالد ابراهيم النملة']
0,104 فيز,فيزياء عامه (2),81687,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81688,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81689,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['ابوبكر احمد محمد صديق']
0,104 فيز,فيزياء عامه (2),81690,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81691,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81692,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['ايمن محمد حمد السماعيل']
0,104 فيز,فيزياء عامه (2),81694,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81693,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81695,محاضرة,4,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالله عبدالرحمن ابراهيم البسام']
0,104 فيز,فيزياء عامه (2),81696,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81697,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81698,محاضرة,4,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],2,1444-11-23,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81699,عملي,ذكر,مغلقة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81700,عملي,ذكر,مغلقة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81701,محاضرة,4,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-23,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81703,عملي,ذكر,مغلقة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81702,عملي,ذكر,مغلقة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81704,محاضرة,4,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-23,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81706,عملي,ذكر,مغلقة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81705,عملي,ذكر,مغلقة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81707,محاضرة,4,ذكر,"['2 4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-23,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81708,عملي,ذكر,مغلقة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81709,عملي,ذكر,مغلقة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82652,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالله محارب سيحان الظفيري']
0,104 فيز,فيزياء عامه (2),82653,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82654,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82655,محاضرة,4,ذكر,"['3 5', '1']","['  11:45 ص - 12:50 م', '  11:45 ص - 12:50 م']",2,1444-11-23,08:00 ص - 11:00 ص,['محمد عبدالله محمد ابو الريش']
0,104 فيز,فيزياء عامه (2),82656,عملي,ذكر,مفتوحة,"['1', '1']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82657,عملي,ذكر,مفتوحة,"['3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82658,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['ابوبكر احمد محمد صديق']
0,104 فيز,فيزياء عامه (2),82659,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82660,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82661,محاضرة,4,ذكر,"['1', '3 5']","['  09:15 ص - 10:20 ص', '  09:15 ص - 10:20 ص']",2,1444-11-23,08:00 ص - 11:00 ص,['ابراهيم خالد ابراهيم النملة']
0,104 فيز,فيزياء عامه (2),82662,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),82663,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,20547,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],4,1444-12-03,01:00 م - 04:00 م,['عبداللطيف لعراجى']
0,151 ريض,الرياضيات المحددة,20548,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82685,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],4,1444-12-03,01:00 م - 04:00 م,['المنصف بن سالم بوعزيز']
0,151 ريض,الرياضيات المحددة,82686,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82687,محاضرة,3,ذكر,"['2 4', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-12-03,01:00 م - 04:00 م,['احمد حميد شراري']
0,151 ريض,الرياضيات المحددة,82688,تمارين,ذكر,مفتوحة,"['1', '1']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82689,محاضرة,3,ذكر,"['3 5', '1']","['  11:45 ص - 12:50 م', '  11:45 ص - 12:50 م']",4,1444-12-03,01:00 م - 04:00 م,['المنصف بن سالم بوعزيز']
0,151 ريض,الرياضيات المحددة,82690,تمارين,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82691,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],4,1444-12-03,01:00 م - 04:00 م,['عبداللطيف لعراجى']
0,151 ريض,الرياضيات المحددة,82692,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82693,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],4,1444-12-03,01:00 م - 04:00 م,['ايمن عبدالرحمان بن عميرة']
0,151 ريض,الرياضيات المحددة,82694,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,151 ريض,الرياضيات المحددة,82695,محاضرة,3,ذكر,"['1', '3 5']","['  11:45 ص - 12:50 م', '  11:45 ص - 12:50 م']",4,1444-12-03,01:00 م - 04:00 م,['ايمن عبدالرحمان بن عميرة']
0,151 ريض,الرياضيات المحددة,82696,تمارين,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,13702,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],1,1444-11-22,01:00 م - 04:00 م,['منصور علي عبدالله اليزيدي']
0,244 ريض,الجبر الخطي,13703,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,81481,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],1,1444-11-22,01:00 م - 04:00 م,['تركى محمد عبدالله السريهيد']
0,244 ريض,الجبر الخطي,81482,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82714,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],1,1444-11-22,01:00 م - 04:00 م,['ماجد عبدالمحسن صالح المبارك']
0,244 ريض,الجبر الخطي,82715,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82716,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],1,1444-11-22,01:00 م - 04:00 م,['ماجد عبدالمحسن صالح المبارك']
0,244 ريض,الجبر الخطي,82717,تمارين,ذكر,مفتوحة,"['1', '1']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82718,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],1,1444-11-22,01:00 م - 04:00 م,['تركى محمد عبدالله السريهيد']
0,244 ريض,الجبر الخطي,82719,تمارين,ذكر,مفتوحة,"['2', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82720,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],1,1444-11-22,01:00 م - 04:00 م,['خالد حمد عبدالله الشعلان']
0,244 ريض,الجبر الخطي,82721,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82722,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],1,1444-11-22,01:00 م - 04:00 م,['تركى محمد عبدالله السريهيد']
0,244 ريض,الجبر الخطي,82723,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82724,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],1,1444-11-22,01:00 م - 04:00 م,['خالد حمد عبدالله الشعلان']
0,244 ريض,الجبر الخطي,82725,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82726,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],1,1444-11-22,01:00 م - 04:00 م,['اخلاق احمد سديقي اشتياق احمد سديقي']
0,244 ريض,الجبر الخطي,82727,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82728,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],1,1444-11-22,01:00 م - 04:00 م,['نجم الدين بن محمد الشرفي']
0,244 ريض,الجبر الخطي,82729,تمارين,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,244 ريض,الجبر الخطي,82730,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],1,1444-11-22,01:00 م - 04:00 م,['محمد البوصيرى محمد جلالي']
0,244 ريض,الجبر الخطي,82731,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,212 عال,تراكيب البيانات,12306,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-12-01,01:00 م - 04:00 م,['ناصر عبدالله صالح السدحان']
0,212 عال,تراكيب البيانات,12307,تمارين,ذكر,مفتوحة,['5'],['  01:30 م - 02:35 م'],---,---,---,['ناصر عبدالله صالح السدحان']
0,212 عال,تراكيب البيانات,12308,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-12-01,01:00 م - 04:00 م,['ناصر عبدالله صالح السدحان']
0,212 عال,تراكيب البيانات,12309,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['ناصر عبدالله صالح السدحان']
0,212 عال,تراكيب البيانات,12312,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-12-01,01:00 م - 04:00 م,['محمد عبدالله عبدالرحمن الزيد']
0,212 عال,تراكيب البيانات,12313,تمارين,ذكر,مفتوحة,['5'],['  08:00 ص - 09:05 ص'],---,---,---,['محمد عبدالله عبدالرحمن الزيد']
0,212 عال,تراكيب البيانات,32637,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-12-01,01:00 م - 04:00 م,['عزام محمد عبدالله السديس']
0,212 عال,تراكيب البيانات,32638,تمارين,ذكر,مفتوحة,['1'],['  01:30 م - 02:35 م'],---,---,---,['عزام محمد عبدالله السديس']
0,201 فيز,فيزياء رياضية (1),1059,محاضرة,3,ذكر,['1 3'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['ابوعزه المحمدى']
0,201 فيز,فيزياء رياضية (1),29661,تمارين,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['ابوعزه المحمدى']
0,201 فيز,فيزياء رياضية (1),51116,محاضرة,3,ذكر,['1 3'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالحى صلاح محمد عبدالكريم']
0,201 فيز,فيزياء رياضية (1),51117,تمارين,ذكر,مفتوحة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالحى صلاح محمد عبدالكريم']
0,201 فيز,فيزياء رياضية (1),66135,محاضرة,3,ذكر,['1 3'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,201 فيز,فيزياء رياضية (1),66136,تمارين,ذكر,مفتوحة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,311 عال,تصميم وتحليل الخوارزميات,11436,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],3,1444-12-02,08:00 ص - 11:00 ص,['عقيل محمد مصطفى عبدالرحمن الاعظمى']
0,311 عال,تصميم وتحليل الخوارزميات,11437,تمارين,ذكر,مفتوحة,['1'],['  11:45 ص - 12:50 م'],---,---,---,['وسام عاطف خالد حتامله']
0,311 عال,تصميم وتحليل الخوارزميات,35556,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],3,1444-12-02,08:00 ص - 11:00 ص,['محمد ماهر صلاح الدين اسماعيل']
0,311 عال,تصميم وتحليل الخوارزميات,35557,تمارين,ذكر,مفتوحة,['1'],['  10:30 ص - 11:35 ص'],---,---,---,['وسام عاطف خالد حتامله']
0,311 عال,تصميم وتحليل الخوارزميات,73883,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],3,1444-12-02,08:00 ص - 11:00 ص,['محمد ماهر صلاح الدين اسماعيل']
0,311 عال,تصميم وتحليل الخوارزميات,73884,تمارين,ذكر,مفتوحة,['1'],['  09:15 ص - 10:20 ص'],---,---,---,['وسام عاطف خالد حتامله']
0,361 عال,الذكاء الاصطناعي,11453,محاضرة,3,ذكر,"['2 4', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-12-01,01:00 م - 04:00 م,['احمد جعفر الفنوش الشبلي']
0,361 عال,الذكاء الاصطناعي,11454,تمارين,ذكر,مفتوحة,['4'],['  09:15 ص - 10:20 ص'],---,---,---,['احمد جعفر الفنوش الشبلي']
0,361 عال,الذكاء الاصطناعي,35561,محاضرة,3,ذكر,"['2 4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-12-01,01:00 م - 04:00 م,['يوسف احمد محمد العوهلى']
0,361 عال,الذكاء الاصطناعي,35562,تمارين,ذكر,مفتوحة,['4'],['  11:45 ص - 12:50 م'],---,---,---,['يوسف احمد محمد العوهلى']
0,113 عال,برمجة حاسبات -2-,11401,محاضرة,4,ذكر,"['2 4', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",7,1444-11-21,01:00 م - 04:00 م,['محمد احمد محمد القعود']
0,113 عال,برمجة حاسبات -2-,77952,عملي,ذكر,مفتوحة,"['2', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['موداسار ايوب شيخ محمد']
0,113 عال,برمجة حاسبات -2-,11402,تمارين,ذكر,مفتوحة,['4'],['  02:45 م - 03:50 م'],---,---,---,['محمد احمد محمد القعود']
0,113 عال,برمجة حاسبات -2-,77951,عملي,ذكر,مفتوحة,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['موداسار ايوب شيخ محمد']
0,113 عال,برمجة حاسبات -2-,11407,محاضرة,4,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",7,1444-11-21,01:00 م - 04:00 م,['بندر محمد عويبد المويسي السلمي']
0,113 عال,برمجة حاسبات -2-,77956,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['موداسار ايوب شيخ محمد']
0,113 عال,برمجة حاسبات -2-,11408,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['بندر محمد عويبد المويسي السلمي']
0,113 عال,برمجة حاسبات -2-,77954,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['موداسار ايوب شيخ محمد']
0,113 عال,برمجة حاسبات -2-,11410,محاضرة,4,ذكر,"['2 4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",7,1444-11-21,01:00 م - 04:00 م,['بندر محمد عويبد المويسي السلمي']
0,113 عال,برمجة حاسبات -2-,11411,تمارين,ذكر,مفتوحة,['2'],['  09:15 ص - 10:20 ص'],---,---,---,['بندر محمد عويبد المويسي السلمي']
0,113 عال,برمجة حاسبات -2-,77965,عملي,ذكر,مفتوحة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['مشعل خالد ابراهيم الدخيل']
0,113 عال,برمجة حاسبات -2-,77966,عملي,ذكر,مفتوحة,"['3', '3']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['مشعل خالد ابراهيم الدخيل']
0,113 عال,برمجة حاسبات -2-,12282,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],7,1444-11-21,01:00 م - 04:00 م,['عمر علي عبدالله العبيد']
0,113 عال,برمجة حاسبات -2-,77967,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالرحمن خالد عبدالله الشميمري']
0,113 عال,برمجة حاسبات -2-,12283,تمارين,ذكر,مفتوحة,['3'],['  11:45 ص - 12:50 م'],---,---,---,['عمر علي عبدالله العبيد']
0,113 عال,برمجة حاسبات -2-,77968,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['مشعل خالد ابراهيم الدخيل']
0,113 عال,برمجة حاسبات -2-,32585,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],7,1444-11-21,01:00 م - 04:00 م,['عمر علي عبدالله العبيد']
0,113 عال,برمجة حاسبات -2-,77971,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['مشعل خالد ابراهيم الدخيل']
0,113 عال,برمجة حاسبات -2-,77972,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['مروان محمد خلف الميمونى']
0,113 عال,برمجة حاسبات -2-,32587,تمارين,ذكر,مفتوحة,['4'],['  01:30 م - 02:35 م'],---,---,---,['عمر علي عبدالله العبيد']
0,113 عال,برمجة حاسبات -2-,32591,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],7,1444-11-21,01:00 م - 04:00 م,['محمد عبدالله عبدالرحمن الزيد']
0,113 عال,برمجة حاسبات -2-,32593,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['محمد عبدالله عبدالرحمن الزيد']
0,113 عال,برمجة حاسبات -2-,77976,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['سعد عبدالعزيز عبدالرحمن اليوسف']
0,113 عال,برمجة حاسبات -2-,77975,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عبدالرحمن خالد عبدالله الشميمري']
0,113 عال,برمجة حاسبات -2-,85768,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],7,1444-11-21,01:00 م - 04:00 م,['محمد عبدالله عبدالرحمن الزيد']
0,113 عال,برمجة حاسبات -2-,85772,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالرحمن خالد عبدالله الشميمري']
0,113 عال,برمجة حاسبات -2-,85773,عملي,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['مشعل خالد ابراهيم الدخيل']
0,113 عال,برمجة حاسبات -2-,85771,تمارين,ذكر,مفتوحة,['1'],['  01:30 م - 02:35 م'],---,---,---,['محمد عبدالله عبدالرحمن الزيد']
0,113 عال,برمجة حاسبات -2-,85774,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],7,1444-11-21,01:00 م - 04:00 م,['عمر علي عبدالله العبيد']
0,113 عال,برمجة حاسبات -2-,85779,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالرحمن خالد عبدالله الشميمري']
0,113 عال,برمجة حاسبات -2-,85778,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عبدالرحمن خالد عبدالله الشميمري']
0,113 عال,برمجة حاسبات -2-,85777,تمارين,ذكر,مفتوحة,['5'],['  01:30 م - 02:35 م'],---,---,---,['عمر علي عبدالله العبيد']
